x0,x1,objective_1,objective_2,rank,crowding_distance
-0.01658259218092133,0.026085033135877917,0.000955411317138602,7.962945647497312,0,inf
2.0089664446858033,1.998953539002075,8.031761426962436,8.14922109237489e-05,0,inf
1.9099628005651845,1.962347270584097,7.498764709911658,0.009524425314531945,0,0.11069283542857926
1.003657248060862,0.9652573864869365,1.9390496937526938,2.0633911555615,0,0.10547884821452425
1.478110186226481,1.4929614618532303,4.413743649205417,0.5294570568865716,0,0.09625302367717077
0.21078107388524148,0.2559604969571476,0.1099444371107656,6.242978153741209,0,0.08815825265403425
1.9000136085124364,1.8157199941962319,6.906890809856414,0.04395639902174115,0,0.08282287394478197
1.8883912223358585,1.8973394671489856,7.165918462196315,0.02299570425693797,0,0.07802450436868157
0.0874258784155256,0.13308047631184086,0.0253536973921127,7.143328278482647,0,0.0741369484997849
1.6381157082569273,1.6993135129402963,5.571089488899585,0.22137260411069068,0,0.07203880727957405
0.45624167273656446,0.4775797503117671,0.43623888184930815,4.700953189655982,0,0.07189346446198479
1.5101648287269116,1.5887337763150422,4.804672821928037,0.4090784017602216,0,0.09210864659776062
0.10671251545516923,0.019633437577781937,0.011773032825890392,7.506389220694086,0,0.0695235231136425
0.7302187065624786,0.613929214118766,0.9101284393622648,3.5335367566372864,0,0.0650505778348451
1.6499131666215305,1.6097702512736638,5.313573719276761,0.27484004769598375,0,0.06470231664330113
0.1409056397797027,0.13308047631184086,0.03756481249711377,6.9416203481309395,0,0.06346189215245447
1.0128963871076235,0.8803528306424667,1.8009801974358806,2.2279833264355196,0,0.06300042355847205
0.45244807512592095,0.2159906054983305,0.2513612023486864,5.5776064798516805,0,0.08991885482505366
1.2060463053827415,1.0346223581877783,2.5249911147894,1.5623164605073212,0,0.059827326567756606
0.7948351749702214,0.811848797354464,1.290861425135832,2.86412553583709,0,0.11761518083167845
0.1185240702259952,0.22840331647632506,0.06621603020032094,6.67850648339104,0,0.05826259805200047
0.3995962209254889,0.6027940873092389,0.5230378514729104,4.513476618534,0,0.05752645681776346
1.1964404688809627,0.9077484622086294,2.255477066218229,1.8387213418598611,0,0.03724656047197193
0.5790067607214383,0.6236141124946648,0.7241433902636414,3.9136598973992287,0,0.05566337587235052
0.25059896866853343,0.2719756912302129,0.1367706197178847,6.046471980122899,0,0.05499149408914509
0.4879781191510239,0.6537641617320886,0.6655302239354314,4.098561100402981,0,0.05413822947480276
1.423856409812425,1.482202226201371,4.224290515120228,0.6000559710650446,0,0.053951355620073506
1.4808882878523648,1.7268996991291243,5.175212691950568,0.34406074402461206,0,0.05191420189009181
1.4197967908346247,1.443206631775344,4.0986683092646325,0.6466546188247575,0,0.07896920715467193
1.2382020987210425,1.382578406516633,3.444667487443267,0.9615454664925642,0,0.18208844834339555
0.46636919190989906,0.2892521779143366,0.3011670455908793,5.278681566293936,0,0.05013479831740887
1.7534531679786503,1.7258585698666877,6.053185815476653,0.13593886409530137,0,0.04979009708318843
1.4421367745579956,1.3057871362504432,3.7848385217296725,0.7931428784959174,0,0.09300765819430444
0.03456555046602826,0.047492885300424253,0.0034503514331788005,7.67521660836737,0,0.05868272024350933
1.6974222381969442,1.7066861509492934,5.794019872567638,0.17758631598268748,0,0.0483856825919708
1.887226127446058,1.7323518348191749,6.562665335716407,0.08435348665547501,0,0.08104095801446791
1.574653738248682,1.5809756478598316,4.9790183945063635,0.3565008500723086,0,0.05430492028294136
1.286722438150532,1.0257008368428806,2.707716839540235,1.4580237395665847,0,0.18996515988292678
0.4363394842379127,0.6582952001732816,0.6237447160761885,4.245205978431412,0,0.04667519411565425
0.3922511158916423,0.6564032036130458,0.5847261036317083,4.3901088256129555,0,0.04623028873585072
0.4375801419843003,0.42136494990702483,0.36902480166914997,4.933244434103849,0,0.04603936180095118
0.6057536676960715,0.6731538795662874,0.8200736515023863,3.7044434624529505,0,0.04575154277120567
0.4694007767471432,0.37260635214620225,0.35917258287052106,4.991144067297139,0,0.04543762110198131
1.0235594365595142,0.6984299405977304,1.5354783020933795,2.647520793464401,0,0.09296872504663709
0.4083524531528728,0.16804144088746037,0.194989651851503,5.88941407569017,0,0.07315039130385373
1.0452976998656858,1.1114688092550242,2.3280101952912746,1.7009441588084346,0,0.04429492656294487
1.0073589616068128,0.7851191384695415,1.6311841391207111,2.461271738815294,0,0.06060921413050184
0.4990649278135374,0.26932646308047165,0.32160254588896797,5.248036982312932,0,0.04333268705017622
1.092532261342098,1.1001493276662386,2.403955285237755,1.6332289292044087,0,0.04193743887338493
0.8637244498622139,0.9792792232406637,1.7050077223606217,2.3329930299491113,0,0.05044013836736265
0.7561456787683323,0.6526347592166257,0.997688416457765,3.3625666645179333,0,0.041442656449179445
0.7984972276920815,0.6284100681858952,1.0324970364293413,3.3248678529174347,0,0.039148258400431714
1.399634011297996,1.2771418623563877,3.590066702165261,0.8829632075477265,0,0.06350676250214503
0.1185240702259952,0.22840331647632506,0.06621603020032094,6.67850648339104,0,0.03848769947488462
0.5536309022259853,0.699195995763606,0.795382216391419,3.784074624433053,0,0.0382193021769975
1.8078774491504876,1.7452734784926112,6.3144003858765725,0.10179667530417769,0,0.04250300844387687
0.7084330240080273,0.7785137105303793,1.1079609469889373,3.1601740088353107,0,0.09003304453490957
1.7240053314485442,1.7104370266594309,5.897789205030559,0.16001977259865913,0,0.037501683443536805
1.1964404688809627,0.9077484622086294,2.255477066218229,1.8387213418598611,0,0.05670416099341043
1.7801888703919717,1.754107841483403,6.245966733821008,0.10877988631950866,0,0.0368142464605775
